obs_id,user_study_id,respondent_id,task_label,completion_secs,error_count,nasa_tlx_score,satisfaction,noted_at
1342,10,215,Report export,480.5,8,29.81,0.2552,2021-12-16 00:00:00
1343,10,215,Checkout completion,535.05,2,87.16,0.5473,2022-01-12 00:00:00
1344,10,215,Anomaly identification,182.39,6,39.87,0.9306,2021-12-25 00:00:00
1345,10,215,Model output interpretation,553.78,6,58.58,0.7178,2021-12-19 00:00:00
1346,10,757,Alert triage,439.26,6,49.92,0.9461,2022-01-08 00:00:00
1347,10,757,Dashboard navigation,479.54,4,68.69,0.8699,2022-01-16 00:00:00
1348,10,614,Recommendation acceptance,358.41,1,47.81,0.937,2022-01-23 00:00:00
1349,10,614,Anomaly identification,383.66,1,34.99,0.2967,2022-01-19 00:00:00
1350,10,726,Model output interpretation,258.67,6,17.34,0.2269,2022-01-06 00:00:00
1351,10,726,Search & filter,291.62,0,60.46,0.391,2022-01-05 00:00:00
1352,10,726,Recommendation acceptance,226.41,5,29.56,0.2354,2022-01-22 00:00:00
1353,10,726,Onboarding flow,547.68,8,12.38,0.4458,2022-01-21 00:00:00
1354,10,720,Alert triage,437.03,0,84.31,0.523,2022-01-15 00:00:00
1355,10,720,Recommendation acceptance,37.5,7,47.16,0.666,2022-01-05 00:00:00
1356,10,705,Recommendation acceptance,375.01,7,76.61,0.465,2022-01-01 00:00:00
1357,10,705,Dashboard navigation,491.23,7,58.24,0.4598,2022-01-06 00:00:00
1358,10,728,Recommendation acceptance,65.36,7,63.28,0.7427,2022-01-29 00:00:00
1359,10,728,Alert triage,240.27,3,32.81,0.1063,2021-12-19 00:00:00
1360,10,728,Onboarding flow,383.93,4,11.22,0.1284,2021-12-20 00:00:00
1361,10,743,Onboarding flow,81.71,4,35.91,0.8557,2021-12-29 00:00:00
1362,10,743,Model output interpretation,143.79,5,66.98,0.3627,2022-01-30 00:00:00
1363,10,743,Alert triage,533.01,2,57.97,0.0701,2021-12-29 00:00:00
1364,10,504,Report export,83.5,6,77.46,0.8212,2022-02-01 00:00:00
1365,10,504,Onboarding flow,523.09,4,38.18,0.4157,2022-01-29 00:00:00
1366,10,504,Alert triage,356.33,0,20.9,0.9584,2022-01-02 00:00:00
1367,10,504,Search & filter,585.48,8,60.13,0.1313,2021-12-28 00:00:00
1368,10,26,Alert triage,39.38,4,72.44,0.2499,2022-01-08 00:00:00
1369,10,26,Report export,293.93,4,10.44,0.8983,2022-01-23 00:00:00
1370,10,26,Model output interpretation,310.49,8,80.32,0.875,2022-01-18 00:00:00
1371,10,26,Anomaly identification,422.56,4,58.34,0.4798,2021-12-24 00:00:00
1372,10,60,Search & filter,144.12,3,71.37,0.8474,2022-01-27 00:00:00
1373,10,60,Dashboard navigation,47.43,4,39.28,0.2095,2022-01-08 00:00:00
1374,10,60,Checkout completion,476.6,8,83.52,0.1169,2022-01-31 00:00:00
1375,10,60,Anomaly identification,95.93,6,66.18,0.528,2021-12-17 00:00:00
1376,10,60,Report export,465.26,3,47.84,0.0296,2022-01-08 00:00:00
1377,10,399,Dashboard navigation,562.15,0,57.03,0.1575,2021-12-20 00:00:00
1378,10,399,Onboarding flow,546.53,3,53.61,0.1702,2021-12-31 00:00:00
1379,10,399,Report export,579.83,8,29.87,0.0529,2022-01-07 00:00:00
1380,10,399,Checkout completion,127.57,7,49.26,0.3263,2022-01-29 00:00:00
1381,10,491,Dashboard navigation,39.4,6,59.42,0.5374,2022-01-10 00:00:00
1382,10,491,Recommendation acceptance,231.77,8,53.05,0.5919,2022-01-17 00:00:00
1383,10,738,Search & filter,593.63,4,47.11,0.9181,2022-01-17 00:00:00
1384,10,738,Model output interpretation,129.86,0,43.5,0.8367,2022-01-08 00:00:00
1385,10,722,Checkout completion,585.01,2,73.03,0.799,2021-12-27 00:00:00
1386,10,722,Alert triage,80.39,0,10.74,0.9079,2022-01-09 00:00:00
1387,10,722,Report export,58.27,7,39.37,0.5705,2021-12-30 00:00:00
1388,10,155,Anomaly identification,309.36,6,24.78,0.7822,2021-12-22 00:00:00
1389,10,155,Search & filter,307.97,4,54.16,0.9079,2021-12-18 00:00:00
1390,10,155,Recommendation acceptance,291.73,6,72.09,0.3691,2022-01-07 00:00:00
1391,11,685,Onboarding flow,34.23,3,31.85,0.8867,2022-01-14 00:00:00
1392,11,685,Search & filter,240.48,8,43.55,0.2664,2022-01-20 00:00:00
1393,11,685,Model output interpretation,20.48,1,25.8,0.3815,2022-01-20 00:00:00
1394,11,685,Recommendation acceptance,465.35,3,70.51,0.8706,2021-12-27 00:00:00
1395,11,685,Anomaly identification,44.15,8,33.17,0.3146,2021-12-13 00:00:00
1396,11,610,Search & filter,426.27,0,38.88,0.3865,2021-12-23 00:00:00
1397,11,610,Alert triage,271.8,6,26.87,0.2734,2021-12-10 00:00:00
1398,11,610,Model output interpretation,194.81,5,33.34,0.8611,2022-01-18 00:00:00
1399,11,610,Anomaly identification,528.13,1,19.9,0.6889,2021-12-23 00:00:00
1400,11,610,Dashboard navigation,589.48,4,46.79,0.1625,2021-12-30 00:00:00
1401,11,196,Report export,467.25,6,41.31,0.6976,2021-12-22 00:00:00
1402,11,196,Onboarding flow,514.55,7,59.43,0.7762,2022-01-05 00:00:00
1403,11,660,Alert triage,190.48,3,89.09,0.1056,2022-01-05 00:00:00
1404,11,660,Checkout completion,435.89,6,72.0,0.5186,2021-12-13 00:00:00
1405,11,660,Dashboard navigation,280.29,2,31.25,0.295,2022-01-11 00:00:00
1406,11,660,Search & filter,526.0,0,53.19,0.1654,2022-01-14 00:00:00
1407,11,293,Model output interpretation,51.62,4,71.66,0.8565,2021-12-19 00:00:00
1408,11,293,Report export,143.02,6,40.73,0.4241,2021-12-06 00:00:00
1409,11,293,Search & filter,177.38,3,37.75,0.6745,2022-01-19 00:00:00
1410,11,513,Alert triage,217.83,1,72.19,0.2018,2021-12-14 00:00:00
1411,11,513,Anomaly identification,325.31,3,23.57,0.3292,2022-01-09 00:00:00
1412,11,652,Alert triage,389.39,3,76.55,0.3218,2021-12-26 00:00:00
1413,11,652,Model output interpretation,196.28,5,41.8,0.5541,2022-01-04 00:00:00
1414,11,652,Dashboard navigation,167.93,2,13.36,0.976,2022-01-11 00:00:00
1415,11,394,Checkout completion,119.97,2,60.12,0.353,2021-12-10 00:00:00
1416,11,394,Model output interpretation,499.28,1,16.71,0.4919,2022-01-17 00:00:00
1417,11,394,Onboarding flow,356.61,5,31.3,0.9687,2021-12-20 00:00:00
1418,11,394,Search & filter,500.66,1,80.98,0.9072,2022-01-01 00:00:00
1419,11,394,Anomaly identification,276.92,4,12.97,0.8932,2021-12-24 00:00:00
1420,11,123,Onboarding flow,92.53,6,25.07,0.6471,2022-01-17 00:00:00
1421,11,123,Anomaly identification,99.89,8,39.61,0.8992,2021-12-17 00:00:00
1422,11,123,Recommendation acceptance,196.04,3,24.35,0.7792,2022-01-01 00:00:00
1423,11,426,Recommendation acceptance,88.35,7,38.25,0.8932,2021-12-16 00:00:00
1424,11,426,Search & filter,525.11,8,37.81,0.7559,2021-12-20 00:00:00
1425,11,426,Checkout completion,365.53,0,42.6,0.011,2022-01-14 00:00:00
1426,11,426,Alert triage,510.91,4,84.2,0.0106,2021-12-24 00:00:00
1427,11,248,Report export,89.66,3,76.43,0.8527,2021-12-14 00:00:00
1428,11,248,Alert triage,129.83,4,56.28,0.7323,2021-12-26 00:00:00
1429,11,248,Checkout completion,467.26,1,44.77,0.9842,2021-12-13 00:00:00
1430,11,149,Alert triage,129.26,3,45.11,0.2093,2021-12-06 00:00:00
1431,11,149,Report export,507.34,1,45.25,0.9415,2021-12-10 00:00:00
1432,11,149,Dashboard navigation,227.86,3,71.35,0.4436,2021-12-27 00:00:00
1433,11,149,Recommendation acceptance,32.65,1,39.0,0.9696,2021-12-18 00:00:00
1434,11,149,Onboarding flow,329.44,0,32.38,0.7864,2021-12-28 00:00:00
1435,11,463,Checkout completion,314.6,8,61.92,0.596,2022-01-15 00:00:00
1436,11,463,Alert triage,268.76,2,47.38,0.4919,2021-12-09 00:00:00
1437,11,70,Dashboard navigation,176.1,6,10.89,0.0416,2022-01-05 00:00:00
1438,11,70,Model output interpretation,374.47,7,21.14,0.5833,2021-12-30 00:00:00
1439,11,70,Alert triage,261.81,2,18.66,0.3165,2021-12-11 00:00:00
1440,11,70,Anomaly identification,558.75,1,65.64,0.8925,2021-12-22 00:00:00
1441,11,432,Model output interpretation,580.97,1,23.6,0.2308,2022-01-10 00:00:00
1442,11,432,Alert triage,357.67,7,26.47,0.2132,2022-01-18 00:00:00
1443,11,92,Report export,186.0,5,81.02,0.4843,2022-01-09 00:00:00
1444,11,92,Recommendation acceptance,142.62,2,52.06,0.5825,2021-12-06 00:00:00
1445,11,92,Search & filter,374.09,3,81.12,0.3224,2021-12-13 00:00:00
1446,11,81,Search & filter,227.16,4,66.24,0.8091,2021-12-22 00:00:00
1447,11,81,Dashboard navigation,305.8,5,41.07,0.2415,2021-12-27 00:00:00
1448,11,81,Model output interpretation,312.77,3,16.29,0.4441,2021-12-11 00:00:00
1449,11,81,Recommendation acceptance,220.1,3,72.66,0.1595,2022-01-09 00:00:00
1450,11,560,Alert triage,136.58,8,25.23,0.0056,2022-01-09 00:00:00
1451,11,560,Dashboard navigation,54.94,5,55.91,0.259,2021-12-09 00:00:00
1452,11,560,Report export,565.82,2,17.02,0.7434,2021-12-18 00:00:00
1453,11,474,Alert triage,259.66,8,73.46,0.2038,2022-01-09 00:00:00
1454,11,474,Model output interpretation,82.72,4,86.39,0.0512,2022-01-15 00:00:00
1455,11,474,Anomaly identification,458.64,2,49.56,0.7955,2021-12-26 00:00:00
1456,11,779,Recommendation acceptance,251.4,2,36.11,0.1154,2021-12-20 00:00:00
1457,11,779,Search & filter,79.99,8,83.18,0.9934,2021-12-31 00:00:00
1458,11,779,Alert triage,370.62,3,42.22,0.7624,2022-01-06 00:00:00
1459,11,74,Checkout completion,573.4,3,68.68,0.4996,2021-12-13 00:00:00
1460,11,74,Alert triage,581.61,5,34.7,0.7457,2021-12-22 00:00:00
1461,11,74,Model output interpretation,46.72,4,50.41,0.0132,2021-12-14 00:00:00
1462,11,74,Recommendation acceptance,62.96,3,74.67,0.5009,2021-12-11 00:00:00
1463,11,74,Search & filter,157.65,3,74.25,0.6741,2022-01-13 00:00:00
1464,11,751,Checkout completion,461.33,2,25.82,0.7068,2021-12-29 00:00:00
1465,11,751,Search & filter,581.51,7,18.28,0.7236,2022-01-10 00:00:00
1466,11,751,Alert triage,90.63,8,69.09,0.7662,2021-12-09 00:00:00
1467,11,375,Report export,279.2,4,22.85,0.6006,2022-01-07 00:00:00
1468,11,375,Search & filter,535.96,6,13.52,0.4353,2021-12-08 00:00:00
1469,11,564,Report export,211.38,7,42.48,0.4012,2021-12-27 00:00:00
1470,11,564,Onboarding flow,227.13,5,61.42,0.1491,2022-01-04 00:00:00
1471,11,564,Model output interpretation,53.56,6,79.0,0.8224,2022-01-13 00:00:00
1472,11,202,Dashboard navigation,498.82,4,80.08,0.7595,2021-12-16 00:00:00
1473,11,202,Checkout completion,254.83,1,50.25,0.1478,2021-12-07 00:00:00
1474,11,202,Search & filter,246.18,1,28.04,0.4463,2021-12-14 00:00:00
1475,11,57,Dashboard navigation,299.18,6,87.81,0.8974,2021-12-24 00:00:00
1476,11,57,Alert triage,183.32,4,28.61,0.7598,2021-12-30 00:00:00
1477,11,57,Recommendation acceptance,52.01,5,26.44,0.4594,2022-01-06 00:00:00
1478,11,57,Model output interpretation,129.86,3,32.53,0.8895,2021-12-16 00:00:00
1479,11,488,Search & filter,301.31,7,57.66,0.7666,2021-12-16 00:00:00
1480,11,488,Report export,353.19,1,35.9,0.3609,2021-12-29 00:00:00
1481,11,488,Model output interpretation,31.29,0,71.73,0.6029,2022-01-17 00:00:00
1482,11,488,Dashboard navigation,308.21,5,85.55,0.2063,2021-12-08 00:00:00
1483,11,277,Alert triage,172.26,8,28.8,0.3518,2022-01-02 00:00:00
1484,11,277,Recommendation acceptance,137.21,4,70.64,0.9472,2021-12-11 00:00:00
1485,11,459,Dashboard navigation,463.43,8,40.89,0.8587,2021-12-13 00:00:00
1486,11,459,Report export,268.08,4,63.14,0.6046,2022-01-05 00:00:00
1487,11,459,Checkout completion,373.22,8,60.99,0.9339,2021-12-29 00:00:00
1488,11,789,Dashboard navigation,391.06,0,83.12,0.0689,2022-01-17 00:00:00
1489,11,789,Alert triage,581.36,2,53.0,0.5938,2022-01-03 00:00:00
1490,11,789,Report export,79.57,5,56.99,0.7753,2022-01-13 00:00:00
1491,11,4,Checkout completion,544.42,5,49.45,0.7202,2022-01-05 00:00:00
1492,11,4,Recommendation acceptance,82.06,0,34.87,0.997,2021-12-16 00:00:00
1493,11,4,Model output interpretation,352.66,2,59.59,0.2915,2021-12-18 00:00:00
1494,11,4,Dashboard navigation,577.49,6,30.0,0.1355,2021-12-22 00:00:00
1495,11,571,Report export,108.27,3,64.5,0.4786,2022-01-15 00:00:00
1496,11,571,Alert triage,218.86,4,15.34,0.8181,2021-12-11 00:00:00
1497,11,571,Model output interpretation,566.42,3,84.41,0.1178,2022-01-04 00:00:00
1498,11,571,Onboarding flow,216.99,7,59.71,0.8633,2022-01-19 00:00:00
1499,11,571,Search & filter,182.57,3,62.45,0.9387,2021-12-27 00:00:00
1500,11,533,Search & filter,475.85,3,22.04,0.9781,2021-12-29 00:00:00
1501,11,533,Report export,246.8,8,86.48,0.0962,2021-12-21 00:00:00
1502,11,533,Alert triage,359.9,7,42.53,0.2183,2022-01-02 00:00:00
1503,11,373,Checkout completion,359.78,6,60.95,0.9536,2021-12-10 00:00:00
1504,11,373,Model output interpretation,428.56,2,52.74,0.2864,2021-12-14 00:00:00
1505,12,130,Anomaly identification,566.33,6,44.83,0.0865,2023-03-07 00:00:00
1506,12,130,Recommendation acceptance,29.32,3,34.07,0.1294,2023-01-18 00:00:00
1507,12,60,Search & filter,467.54,0,22.28,0.0444,2023-03-19 00:00:00
1508,12,60,Anomaly identification,318.73,0,14.29,0.3319,2023-02-27 00:00:00
1509,12,60,Checkout completion,335.13,3,43.46,0.1549,2023-02-02 00:00:00
1510,12,60,Dashboard navigation,420.89,0,17.92,0.5588,2023-02-19 00:00:00
1511,12,60,Alert triage,579.99,6,55.57,0.9159,2023-02-08 00:00:00
1512,12,676,Checkout completion,383.01,1,61.53,0.6013,2023-02-01 00:00:00
1513,12,676,Recommendation acceptance,426.9,2,17.4,0.6569,2023-03-15 00:00:00
1514,12,676,Onboarding flow,538.91,2,50.24,0.3832,2023-02-26 00:00:00
1515,12,192,Anomaly identification,257.69,1,68.56,0.7376,2023-01-14 00:00:00
1516,12,192,Onboarding flow,561.68,2,42.59,0.1351,2023-01-24 00:00:00
1517,12,760,Checkout completion,538.03,7,57.12,0.3847,2023-03-25 00:00:00
1518,12,760,Report export,417.14,7,61.02,0.5398,2023-02-25 00:00:00
1519,12,760,Dashboard navigation,409.44,8,47.62,0.0967,2023-02-26 00:00:00
1520,12,760,Model output interpretation,576.37,6,46.64,0.6115,2023-03-05 00:00:00
1521,12,760,Onboarding flow,469.68,0,60.53,0.5676,2023-02-04 00:00:00
1522,12,792,Checkout completion,548.52,2,61.75,0.3276,2023-03-19 00:00:00
1523,12,792,Onboarding flow,42.59,4,28.73,0.2948,2023-01-20 00:00:00
1524,12,792,Alert triage,74.17,6,50.01,0.0289,2023-03-17 00:00:00
1525,12,792,Report export,229.28,3,88.52,0.9546,2023-03-24 00:00:00
1526,12,792,Dashboard navigation,573.1,6,46.15,0.0427,2023-03-16 00:00:00
1527,12,374,Anomaly identification,406.18,0,29.64,0.9721,2023-03-03 00:00:00
1528,12,374,Onboarding flow,377.02,1,52.01,0.375,2023-03-03 00:00:00
1529,12,374,Recommendation acceptance,445.78,4,85.06,0.7326,2023-02-04 00:00:00
1530,12,86,Checkout completion,426.7,3,88.48,0.3931,2023-02-13 00:00:00
1531,12,86,Search & filter,368.84,0,83.08,0.5727,2023-03-15 00:00:00
1532,12,86,Model output interpretation,377.21,0,87.94,0.5856,2023-02-23 00:00:00
1533,12,86,Onboarding flow,585.15,7,17.63,0.4087,2023-03-22 00:00:00
1534,12,86,Recommendation acceptance,511.51,6,24.96,0.7192,2023-02-10 00:00:00
1535,12,525,Search & filter,308.08,1,78.14,0.4287,2023-02-16 00:00:00
1536,12,525,Anomaly identification,456.07,0,81.64,0.948,2023-02-02 00:00:00
1537,12,525,Dashboard navigation,417.25,6,59.0,0.9191,2023-01-26 00:00:00
1538,12,525,Alert triage,142.95,5,37.2,0.7699,2023-02-05 00:00:00
1539,12,525,Model output interpretation,72.15,4,79.13,0.7753,2023-01-15 00:00:00
1540,12,543,Onboarding flow,47.18,3,58.41,0.4402,2023-02-01 00:00:00
1541,12,543,Recommendation acceptance,230.19,5,79.76,0.3034,2023-01-15 00:00:00
1542,12,543,Model output interpretation,230.04,2,62.08,0.2453,2023-02-24 00:00:00
1543,12,145,Model output interpretation,88.13,6,24.58,0.1597,2023-03-14 00:00:00
1544,12,145,Alert triage,356.33,6,56.56,0.569,2023-03-09 00:00:00
1545,12,145,Checkout completion,583.92,7,24.62,0.2913,2023-02-13 00:00:00
1546,12,145,Dashboard navigation,496.68,6,36.5,0.8324,2023-02-16 00:00:00
1547,12,799,Onboarding flow,452.83,7,24.24,0.5113,2023-03-10 00:00:00
1548,12,799,Dashboard navigation,563.83,2,19.11,0.7133,2023-01-19 00:00:00
1549,12,799,Recommendation acceptance,137.09,8,38.44,0.4512,2023-02-09 00:00:00
1550,12,799,Model output interpretation,537.63,3,11.34,0.6181,2023-03-24 00:00:00
1551,12,799,Search & filter,433.32,7,35.64,0.7642,2023-03-23 00:00:00
1552,12,625,Recommendation acceptance,594.64,6,79.21,0.6795,2023-02-15 00:00:00
1553,12,625,Dashboard navigation,496.21,5,19.12,0.6186,2023-02-01 00:00:00
1554,12,625,Checkout completion,412.9,3,73.8,0.2146,2023-01-26 00:00:00
1555,12,625,Report export,486.5,1,37.73,0.1678,2023-03-03 00:00:00
1556,12,119,Onboarding flow,597.84,5,50.43,0.0395,2023-03-07 00:00:00
1557,12,119,Search & filter,141.06,6,28.37,0.5583,2023-01-19 00:00:00
1558,12,119,Alert triage,240.66,3,78.72,0.4316,2023-03-20 00:00:00
1559,12,119,Dashboard navigation,354.85,8,46.15,0.4817,2023-02-05 00:00:00
1560,12,119,Recommendation acceptance,91.27,1,78.34,0.6188,2023-03-18 00:00:00
1561,12,428,Report export,169.63,8,83.13,0.7135,2023-03-08 00:00:00
1562,12,428,Model output interpretation,194.53,1,60.43,0.3187,2023-02-28 00:00:00
1563,12,428,Dashboard navigation,52.16,1,66.49,0.205,2023-02-02 00:00:00
1564,12,501,Dashboard navigation,394.52,5,70.02,0.7747,2023-01-22 00:00:00
1565,12,501,Checkout completion,489.25,6,12.89,0.5369,2023-03-14 00:00:00
1566,12,55,Report export,138.57,5,20.54,0.5904,2023-02-17 00:00:00
1567,12,55,Dashboard navigation,381.81,1,85.85,0.04,2023-02-23 00:00:00
1568,12,55,Anomaly identification,482.46,5,86.51,0.5821,2023-02-06 00:00:00
1569,12,55,Model output interpretation,409.07,3,86.89,0.7571,2023-02-10 00:00:00
1570,12,55,Recommendation acceptance,146.99,6,11.1,0.7385,2023-03-10 00:00:00
1571,12,490,Anomaly identification,491.86,6,32.44,0.5036,2023-01-27 00:00:00
1572,12,490,Onboarding flow,390.65,7,41.59,0.6667,2023-03-20 00:00:00
1573,12,490,Model output interpretation,38.71,4,28.66,0.2784,2023-02-14 00:00:00
1574,12,490,Alert triage,184.5,8,86.21,0.4301,2023-02-24 00:00:00
1575,12,490,Checkout completion,231.69,8,80.92,0.6797,2023-03-26 00:00:00
1576,12,596,Anomaly identification,254.32,5,89.31,0.2548,2023-02-27 00:00:00
1577,12,596,Checkout completion,486.91,0,61.84,0.2887,2023-02-14 00:00:00
1578,12,617,Anomaly identification,597.99,4,10.89,0.4971,2023-03-12 00:00:00
1579,12,617,Checkout completion,206.54,8,88.98,0.7113,2023-01-25 00:00:00
1580,12,617,Alert triage,396.73,6,66.91,0.7964,2023-02-04 00:00:00
1581,12,617,Model output interpretation,178.63,8,28.75,0.6717,2023-02-22 00:00:00
1582,12,746,Alert triage,214.73,2,65.0,0.8585,2023-01-20 00:00:00
1583,12,746,Dashboard navigation,139.8,5,88.82,0.3046,2023-02-19 00:00:00
1584,12,519,Search & filter,16.27,8,41.62,0.8055,2023-02-03 00:00:00
1585,12,519,Alert triage,236.07,4,59.08,0.3458,2023-02-27 00:00:00
1586,12,331,Report export,528.25,3,76.5,0.56,2023-01-25 00:00:00
1587,12,331,Search & filter,481.23,0,70.32,0.0245,2023-02-10 00:00:00
1588,12,331,Anomaly identification,294.12,3,23.14,0.8498,2023-02-08 00:00:00
1589,12,331,Dashboard navigation,168.42,2,41.41,0.6608,2023-02-05 00:00:00
1590,12,331,Onboarding flow,336.29,2,21.79,0.6493,2023-02-09 00:00:00
1591,12,439,Anomaly identification,293.35,5,51.57,0.6837,2023-03-11 00:00:00
1592,12,439,Model output interpretation,281.4,8,21.07,0.3979,2023-02-14 00:00:00
1593,12,439,Dashboard navigation,298.3,6,39.77,0.7493,2023-02-20 00:00:00
1594,12,439,Checkout completion,315.87,2,49.88,0.3473,2023-01-29 00:00:00
1595,12,439,Onboarding flow,594.31,2,19.2,0.2509,2023-03-01 00:00:00
1596,12,522,Onboarding flow,501.76,5,16.35,0.5006,2023-01-18 00:00:00
1597,12,522,Alert triage,421.25,8,53.83,0.5139,2023-02-15 00:00:00
1598,12,522,Anomaly identification,265.99,2,40.24,0.7602,2023-03-02 00:00:00
1599,12,522,Search & filter,557.79,7,47.0,0.5155,2023-01-25 00:00:00
1600,12,15,Onboarding flow,112.88,1,56.73,0.659,2023-02-27 00:00:00
1601,12,15,Alert triage,406.1,8,30.89,0.1752,2023-02-01 00:00:00
1602,12,15,Dashboard navigation,176.5,0,17.14,0.1041,2023-03-26 00:00:00
1603,12,15,Model output interpretation,196.67,4,44.65,0.9402,2023-02-17 00:00:00
1604,12,278,Search & filter,537.62,6,87.32,0.6726,2023-02-19 00:00:00
1605,12,278,Report export,197.27,2,89.76,0.1998,2023-03-06 00:00:00
1606,12,496,Onboarding flow,213.98,7,73.03,0.5649,2023-01-31 00:00:00
1607,12,496,Recommendation acceptance,546.94,6,89.53,0.2892,2023-01-21 00:00:00
1608,12,496,Report export,305.85,7,84.66,0.5704,2023-03-26 00:00:00
1609,12,496,Alert triage,441.97,3,74.79,0.7835,2023-02-12 00:00:00
1610,12,224,Alert triage,526.55,1,51.53,0.0627,2023-02-21 00:00:00
1611,12,224,Recommendation acceptance,32.1,6,62.1,0.8818,2023-03-22 00:00:00
1612,12,224,Report export,239.25,5,63.14,0.1041,2023-03-15 00:00:00
1613,12,224,Checkout completion,277.06,1,52.21,0.6743,2023-03-02 00:00:00
1614,12,240,Recommendation acceptance,479.18,5,21.51,0.3624,2023-02-27 00:00:00
1615,12,240,Search & filter,25.63,1,11.47,0.3531,2023-03-11 00:00:00
1616,12,240,Model output interpretation,259.81,5,38.85,0.5183,2023-01-24 00:00:00
1617,12,240,Anomaly identification,513.03,5,44.55,0.4048,2023-02-16 00:00:00
1618,12,240,Dashboard navigation,282.05,6,67.02,0.9678,2023-02-20 00:00:00
1619,12,291,Recommendation acceptance,226.55,6,55.1,0.1264,2023-02-18 00:00:00
1620,12,291,Alert triage,163.22,8,87.93,0.2652,2023-02-23 00:00:00
1621,12,291,Model output interpretation,37.81,0,89.36,0.3808,2023-03-05 00:00:00
1622,12,291,Report export,36.78,1,14.43,0.515,2023-03-12 00:00:00
1623,12,291,Checkout completion,472.49,1,85.64,0.5011,2023-01-19 00:00:00
1624,12,593,Model output interpretation,237.15,4,25.48,0.0271,2023-03-04 00:00:00
1625,12,593,Report export,158.27,5,50.75,0.0961,2023-03-02 00:00:00
1626,12,593,Anomaly identification,119.43,7,40.37,0.5022,2023-03-04 00:00:00
1627,12,593,Dashboard navigation,471.7,4,88.32,0.4628,2023-02-11 00:00:00
1628,12,136,Recommendation acceptance,219.86,4,87.42,0.3264,2023-01-20 00:00:00
1629,12,136,Search & filter,166.88,0,28.58,0.8266,2023-01-30 00:00:00
1630,12,757,Model output interpretation,161.85,0,34.12,0.772,2023-02-06 00:00:00
1631,12,757,Report export,511.85,8,64.03,0.2294,2023-03-15 00:00:00
1632,12,757,Search & filter,192.42,8,36.3,0.64,2023-03-09 00:00:00
1633,12,757,Dashboard navigation,133.63,5,28.79,0.3235,2023-01-22 00:00:00
1634,12,110,Search & filter,538.93,0,35.18,0.5412,2023-01-25 00:00:00
1635,12,110,Checkout completion,27.06,6,12.39,0.469,2023-02-09 00:00:00
1636,12,640,Report export,344.76,4,22.59,0.778,2023-01-24 00:00:00
1637,12,640,Model output interpretation,127.1,3,18.46,0.3835,2023-01-21 00:00:00
1638,12,640,Search & filter,413.92,1,11.81,0.6923,2023-02-17 00:00:00
1639,12,640,Onboarding flow,64.93,5,66.18,0.3655,2023-02-23 00:00:00
1640,12,640,Recommendation acceptance,420.99,7,88.64,0.8746,2023-03-05 00:00:00
1641,12,108,Search & filter,553.37,7,30.86,0.5184,2023-01-27 00:00:00
1642,12,108,Recommendation acceptance,292.54,4,85.56,0.6416,2023-01-20 00:00:00
1643,12,108,Dashboard navigation,562.02,2,40.28,0.976,2023-03-14 00:00:00
1644,12,613,Search & filter,211.05,7,54.0,0.3787,2023-02-18 00:00:00
1645,12,613,Checkout completion,300.71,5,79.58,0.0833,2023-02-15 00:00:00
1646,12,390,Onboarding flow,491.19,4,10.19,0.8238,2023-03-16 00:00:00
1647,12,390,Search & filter,97.74,5,36.57,0.7946,2023-03-04 00:00:00
1648,12,585,Search & filter,578.36,0,80.98,0.0133,2023-03-17 00:00:00
1649,12,585,Report export,497.7,3,21.81,0.0938,2023-01-20 00:00:00
1650,12,585,Recommendation acceptance,135.68,0,85.01,0.1763,2023-02-06 00:00:00
1651,12,157,Recommendation acceptance,316.2,2,49.41,0.384,2023-03-02 00:00:00
1652,12,157,Onboarding flow,493.45,3,40.76,0.3366,2023-01-30 00:00:00
1653,12,577,Alert triage,179.77,7,36.38,0.6803,2023-02-21 00:00:00
1654,12,577,Onboarding flow,123.38,3,69.37,0.4456,2023-02-05 00:00:00
1655,12,577,Model output interpretation,433.36,7,56.3,0.5296,2023-02-24 00:00:00
1656,12,577,Search & filter,429.28,1,78.23,0.5606,2023-02-05 00:00:00
1657,12,92,Dashboard navigation,252.87,8,65.16,0.7002,2023-02-17 00:00:00
1658,12,92,Recommendation acceptance,113.24,5,59.56,0.2707,2023-03-16 00:00:00
1659,12,246,Dashboard navigation,33.89,5,54.34,0.4639,2023-01-27 00:00:00
1660,12,246,Onboarding flow,333.48,4,60.14,0.1891,2023-01-30 00:00:00
1661,12,246,Checkout completion,343.63,3,13.79,0.8065,2023-02-16 00:00:00
1662,12,246,Search & filter,108.47,7,25.03,0.0547,2023-02-04 00:00:00
1663,12,246,Alert triage,42.73,5,63.9,0.0931,2023-02-09 00:00:00
1664,12,611,Checkout completion,448.97,4,30.05,0.4731,2023-02-12 00:00:00
1665,12,611,Report export,434.87,2,59.7,0.5736,2023-02-13 00:00:00
1666,12,611,Alert triage,138.56,2,31.17,0.5887,2023-02-10 00:00:00
1667,12,611,Recommendation acceptance,145.7,8,21.99,0.5364,2023-01-14 00:00:00
1668,12,611,Dashboard navigation,434.67,8,77.98,0.4914,2023-03-06 00:00:00
1669,12,427,Recommendation acceptance,416.82,0,54.6,0.435,2023-02-17 00:00:00
1670,12,427,Alert triage,563.03,8,18.12,0.8997,2023-03-03 00:00:00
1671,12,427,Checkout completion,250.36,8,86.14,0.5533,2023-01-31 00:00:00
